	股票	代码	最低	最低日	最高	最高日
303	北方华创	002371.XSHE	16.208457612603013	2021-03-16	93.17629918906364	2021-06-10
304	伟星新材	002372.XSHE	5.635678140190805	2021-07-09	91.79825538539019	2020-11-04
305	千方科技	002373.XSHE	15.1015199251366	2020-12-11	82.04976232754554	2021-06-10
306	亚厦股份	002375.XSHE	6.0582734633367465	2020-09-30	89.68833992959702	2021-01-19
307	蓝帆医疗	002382.XSHE	15.116224634181009	2021-09-27	89.42465924570129	2021-04-30
308	东山精密	002384.XSHE	10.148321623731405	2020-09-28	86.03672599220239	2020-12-07
309	大北农	002385.XSHE	5.325775335183536	2021-06-21	89.9251014110494	2020-12-07
310	天原股份	002386.XSHE	16.18158850660356	2020-12-16	96.77225012789816	2021-05-31
311	维信诺	002387.XSHE	7.990015512917452	2020-12-24	95.58690918719068	2020-09-30
312	航天彩虹	002389.XSHE	12.57562110110132	2021-03-10	85.64748224491328	2021-08-06
313	信邦制药	002390.XSHE	10.835673086044494	2021-07-06	90.30979833369231	2020-12-31
314	星网锐捷	002396.XSHE	9.002770083102448	2020-09-28	90.82960004671526	2021-07-19
315	海普瑞	002399.XSHE	12.987557252671579	2021-07-08	87.24588704727266	2021-08-05
316	和而泰	002402.XSHE	12.091038406827977	2020-09-28	87.73546818174493	2021-05-31
317	四维图新	002405.XSHE	10.11378002528437	2020-09-28	83.54507609127535	2021-04-19
318	多氟多	002407.XSHE	10.526315789473728	2020-09-25	90.86252273055905	2021-07-13
319	齐翔腾达	002408.XSHE	11.876484560570034	2020-09-28	93.60558972380309	2021-05-10
320	雅克科技	002409.XSHE	14.197586858640747	2020-10-26	86.56133966199042	2021-01-18
321	广联达	002410.XSHE	7.7323127074236595	2021-03-09	93.08210307160594	2020-10-15
322	延安必康	002411.XSHE	10.001066536516362	2021-01-07	94.12000081382618	2021-08-31
323	高德红外	002414.XSHE	11.93922146692887	2021-03-10	94.41161826247304	2021-01-08
324	爱施德	002416.XSHE	12.156165020549125	2021-07-28	96.44885977193803	2021-01-20
325	科伦药业	002422.XSHE	7.454739084132086	2020-09-28	89.47183132094935	2021-05-21
326	中粮资本	002423.XSHE	10.741077073741536	2021-07-27	84.79121399806303	2021-05-26
327	兆驰股份	002429.XSHE	11.147997456618754	2021-09-22	85.16277092494433	2021-07-22
328	杭氧股份	002430.XSHE	10.872736839732468	2021-09-27	87.52505496922677	2021-04-23
329	万里扬	002434.XSHE	8.119079837618358	2020-09-28	87.09672941673819	2021-03-08
330	兴森科技	002436.XSHE	10.663794739389076	2020-12-28	91.9089800892119	2021-05-31
331	启明星辰	002439.XSHE	15.050841680618518	2020-10-28	91.096287841463	2021-07-15
332	闰土股份	002440.XSHE	15.33742331288336	2020-09-28	91.37166018154213	2021-08-12
333	巨星科技	002444.XSHE	8.60451873534626	2021-09-24	94.96786838474594	2020-10-29
334	华软科技	002453.XSHE	9.879285292728255	2020-11-02	95.06339476266275	2021-08-02
335	欧菲光	002456.XSHE	8.475932846212302	2021-03-19	90.86879793189776	2021-09-08
336	益生股份	002458.XSHE	8.660564200285123	2021-07-16	90.30769048090778	2021-09-13
337	晶澳科技	002459.XSHE	10.710334746278448	2021-03-09	94.64598228747505	2020-12-23
338	珠江啤酒	002461.XSHE	14.544535577119959	2021-07-30	90.38446852672391	2021-04-23
339	沪电股份	002463.XSHE	10.720015877725203	2021-08-30	83.07596167362529	2020-11-09
340	海格通信	002465.XSHE	7.5376379724587395	2021-02-05	83.69132240191709	2021-08-11
341	天齐锂业	002466.XSHE	0.0	2020-09-25	92.37942934625431	2021-01-08
342	申通快递	002468.XSHE	7.232720410152538	2021-07-28	85.52668779621276	2021-09-06
343	双环传动	002472.XSHE	10.55007914561078	2020-11-02	92.208121931061	2021-07-13
344	双塔食品	002481.XSHE	8.522920323966787	2021-03-15	84.12709221783396	2021-06-01
345	江海股份	002484.XSHE	17.44133352967141	2021-05-10	90.28006522720743	2021-02-24
346	大金重工	002487.XSHE	4.385964912280613	2020-09-25	95.40654220463009	2021-09-22
347	荣盛石化	002493.XSHE	9.894859598439837	2021-03-09	89.80996157206268	2020-11-12
348	雅化集团	002497.XSHE	17.677248590491644	2021-03-24	92.98328807466982	2021-06-04
349	汉缆股份	002498.XSHE	8.079418411479566	2021-02-04	93.42876466858192	2021-08-13
350	山西证券	002500.XSHE	15.085374872002859	2021-02-05	87.97906377036794	2020-12-31
351	鹏都农牧	002505.XSHE	12.889065408317748	2020-11-02	88.2517657060963	2021-01-06
352	协鑫集成	002506.XSHE	11.962434581437506	2021-05-31	89.43352133511335	2021-08-25
353	涪陵榨菜	002507.XSHE	8.612225684204319	2021-07-27	86.59523388635043	2020-12-10
354	老板电器	002508.XSHE	6.824079581573841	2021-07-27	94.32433891483092	2020-11-11
355	中顺洁柔	002511.XSHE	7.433517559644969	2021-07-12	93.79424035959534	2021-01-12
356	科士达	002518.XSHE	9.472259810554831	2020-09-28	95.76910563144743	2021-07-26
357	天顺风能	002531.XSHE	24.400418804152835	2021-04-13	94.79590677879526	2020-10-14
358	天山铝业	002532.XSHE	16.955272242762447	2021-06-21	93.85482462992184	2021-02-09
359	杭锅股份	002534.XSHE	16.70644391408102	2020-09-28	91.7047040229635	2021-03-22
360	司尔特	002538.XSHE	17.329938383051456	2021-01-14	92.08204769192305	2021-06-09
361	云图控股	002539.XSHE	20.585744008286795	2021-05-20	92.27653041444698	2021-08-31
362	鸿路钢构	002541.XSHE	20.458816979265407	2021-09-13	91.42297445672227	2021-01-13
363	东方铁塔	002545.XSHE	9.40860215053766	2020-09-28	93.72917456653101	2021-07-26
364	三七互娱	002555.XSHE	9.683472757765372	2021-07-28	88.95392445008088	2021-09-08
365	洽洽食品	002557.XSHE	10.728316791384259	2021-06-16	84.94756597334232	2021-01-11
366	巨人网络	002558.XSHE	9.028098141462493	2021-03-15	90.99552396977953	2021-06-15
367	森马服饰	002563.XSHE	12.963097634715808	2021-09-16	93.56433148911681	2021-05-07
368	百润股份	002568.XSHE	10.402711517478906	2021-03-09	93.58495097226995	2020-11-20
369	索菲亚	002572.XSHE	6.355479243325618	2021-07-28	93.70793219160461	2021-02-04
370	双星新材	002585.XSHE	13.477544396549746	2020-12-11	92.27021784240969	2021-04-30
371	豪迈科技	002595.XSHE	14.682158637258496	2021-02-23	85.49187433490832	2021-01-04
372	金禾实业	002597.XSHE	10.126205447966257	2020-10-30	87.12620207864876	2021-01-27
373	领益智造	002600.XSHE	6.69365682435668	2021-03-25	92.19755400897701	2020-10-12
374	龙佰集团	002601.XSHE	11.428571428571459	2020-09-25	90.46023495654096	2020-11-17
375	世纪华通	002602.XSHE	10.402924597889495	2021-07-28	94.26307308216748	2021-09-08
376	以岭药业	002603.XSHE	11.180239541229028	2020-12-11	90.0784387653346	2021-07-01
377	中公教育	002607.XSHE	8.17666035329897	2021-07-27	89.59515119694854	2020-11-02
378	江苏国信	002608.XSHE	4.002406720917733	2021-07-28	91.89243512358883	2021-09-06
379	爱康科技	002610.XSHE	14.79786098365507	2021-06-08	94.5185540398528	2021-08-31
380	朗姿股份	002612.XSHE	11.286050607226173	2021-06-16	94.07800825633892	2020-12-15
381	露笑科技	002617.XSHE	13.486513486513473	2020-09-28	94.4840086827408	2021-05-31
382	完美世界	002624.XSHE	9.879958061168352	2021-07-28	84.36138489268518	2021-09-08
383	光启技术	002625.XSHE	14.17816687629518	2021-04-12	92.59755941698306	2021-06-15
384	金达威	002626.XSHE	8.025162583601471	2021-07-27	85.50752400673896	2021-05-19
385	金安国纪	002636.XSHE	6.848471305123709	2020-11-02	97.01505828595805	2020-12-08
386	万润股份	002643.XSHE	14.617086208044057	2021-03-09	81.63493845005067	2021-05-31
387	华宏科技	002645.XSHE	16.44736842105253	2020-09-28	91.64370968541962	2021-03-04
388	青青稞酒	002646.XSHE	16.166298409329613	2021-02-08	98.56068121533201	2020-11-19
389	卫星石化	002648.XSHE	18.934705443868367	2021-03-09	94.02769728273832	2020-11-10
390	利君股份	002651.XSHE	12.603047990302002	2020-11-12	91.61611017365371	2021-01-07
391	海思科	002653.XSHE	12.06006593136867	2021-08-30	86.36435876643948	2021-03-12
392	国盛金控	002670.XSHE	9.690718888517594	2021-02-08	96.14645395042038	2020-12-03
393	西部证券	002673.XSHE	9.72719071123879	2021-07-19	90.14024379409993	2021-08-18
394	东诚药业	002675.XSHE	9.868863338081738	2021-08-31	91.89612406435992	2020-12-07
395	宏大爆破	002683.XSHE	7.828102741989753	2021-05-10	86.1350414689522	2021-01-07
396	美亚光电	002690.XSHE	11.842359040965178	2021-02-26	92.18440362281504	2021-06-22
397	博实股份	002698.XSHE	14.438193455773686	2020-12-11	87.10172401445136	2021-08-02
398	奥瑞金	002701.XSHE	15.401878097315844	2020-12-14	85.15873886575646	2021-08-16
399	新宝股份	002705.XSHE	5.440488623439563	2021-07-28	91.27154220047215	2021-01-22
400	良信股份	002706.XSHE	8.315376298738983	2021-08-20	91.28841846314944	2021-04-01
401	天赐材料	002709.XSHE	21.322407417976336	2021-02-24	93.66827952037153	2020-10-13
402	海洋王	002724.XSHE	0.0	2020-09-25	93.20003105493444	2021-05-07
403	龙大肉食	002726.XSHE	8.85867274289555	2021-06-24	86.70696900561335	2021-04-23
404	一心堂	002727.XSHE	14.840447282269139	2021-07-27	91.34269506287377	2020-12-08
405	国信证券	002736.XSHE	9.879188312620641	2021-04-28	85.34480669941712	2021-08-18
406	中矿资源	002738.XSHE	21.381262654875172	2021-03-24	92.28241669721483	2021-07-12
407	万达电影	002739.XSHE	4.961829631858009	2021-08-04	87.47137510490082	2020-11-10
408	木林森	002745.XSHE	2.828868863926246	2020-09-30	88.24707087639204	2020-11-18
409	埃斯顿	002747.XSHE	14.920135789252981	2021-03-10	92.03527893367071	2020-10-15
410	奥赛康	002755.XSHE	7.084404254158173	2020-12-28	77.2701868362756	2021-02-19
411	永兴材料	002756.XSHE	15.34090909090905	2020-09-28	94.68432674823845	2020-12-21
412	天际股份	002759.XSHE	15.126831354441094	2021-03-30	92.91416497033855	2021-04-29
413	康弘药业	002773.XSHE	7.280165063950847	2021-04-15	82.40535625652609	2021-06-01
414	坚朗五金	002791.XSHE	8.730064950027739	2021-09-03	93.45999452868553	2020-12-18
415	罗欣药业	002793.XSHE	4.839852463581522	2021-07-28	84.16511714464806	2021-09-13
416	第一创业	002797.XSHE	9.221877049830724	2021-01-14	86.68644496127935	2020-10-12
417	山东赫达	002810.XSHE	13.971311201630215	2021-09-03	95.41567390267464	2021-01-18
418	崇达技术	002815.XSHE	9.372870312197875	2021-02-05	87.88319151663859	2021-07-30
419	凯莱英	002821.XSHE	14.493530343831594	2021-03-09	94.85486028390996	2020-10-13
420	裕同科技	002831.XSHE	12.023293776449123	2020-11-30	86.7936282346815	2021-09-06
421	比音勒芬	002832.XSHE	17.176355019435178	2021-01-13	89.27023312659482	2021-05-06
422	弘亚数控	002833.XSHE	13.597752841878687	2021-07-27	95.74468085106382	2020-09-25
423	张家港行	002839.XSHE	14.191002670585988	2021-06-15	86.61408266015361	2020-11-27
424	视源股份	002841.XSHE	5.574070127106538	2021-09-03	90.64095235003977	2021-02-04
425	科达利	002850.XSHE	16.935881839543057	2020-11-02	96.71249400424549	2021-07-13
426	麦格米特	002851.XSHE	10.458862004126232	2021-09-06	90.95315434360174	2021-08-12
427	洁美科技	002859.XSHE	12.889511827152546	2021-09-27	89.1608133851237	2020-10-13
428	周大生	002867.XSHE	14.882156055421234	2021-05-13	88.05025831397502	2021-01-21
429	川恒股份	002895.XSHE	13.036224963055474	2020-11-02	96.08498894796104	2021-06-09
430	大博医疗	002901.XSHE	9.627331547178073	2020-11-27	90.2167728381095	2021-04-26
431	华阳集团	002906.XSHE	7.878787878788003	2020-09-25	93.54948119563116	2020-11-17
432	佛燃能源	002911.XSHE	12.408018351405119	2021-07-28	95.31416660601218	2021-03-24
433	奥士康	002913.XSHE	16.135497180532	2021-01-08	92.36822449484261	2021-07-27
434	深南电路	002916.XSHE	13.155700357930542	2021-08-18	87.35068474847685	2021-06-25
435	德赛西威	002920.XSHE	14.351091496319043	2021-02-26	92.18620121401678	2021-01-20
436	盈趣科技	002925.XSHE	7.377764400521059	2021-09-01	85.5392408337453	2021-01-21
437	华西证券	002926.XSHE	6.521047576812492	2021-02-04	87.87615403828079	2021-08-18
438	华夏航空	002928.XSHE	10.001141481115354	2021-07-30	85.7612297619755	2021-01-05
439	郑州银行	002936.XSHE	8.158775013708222	2021-07-27	93.54130182053056	2020-12-03
440	鹏鼎控股	002938.XSHE	9.430039747084052	2021-01-29	83.92922946432083	2021-07-21
441	长城证券	002939.XSHE	6.9737731249389725	2021-05-10	96.03059149899207	2021-08-20
442	华林证券	002945.XSHE	8.051933259211225	2021-04-13	91.55116695645006	2020-12-02
443	新乳业	002946.XSHE	15.172945216884727	2021-05-10	84.0049601504841	2021-01-06
444	青岛银行	002948.XSHE	12.532591951048659	2021-07-27	97.54911940643312	2020-12-03
445	青农商行	002958.XSHE	11.567718507420906	2020-11-02	86.10008941584196	2020-12-01
446	瑞达期货	002961.XSHE	10.89004112388102	2020-12-28	93.04663526000458	2021-09-07
447	苏州银行	002966.XSHE	8.129413890994101	2021-08-06	87.72416911228838	2021-06-04
448	广电计量	002967.XSHE	16.676932011097293	2021-09-16	93.81051256672268	2021-01-04
449	安宁股份	002978.XSHE	13.447078257215551	2021-07-28	94.62437817152535	2020-11-18
450	森麒麟	002984.XSHE	5.203996669442063	2020-09-28	91.03143225892339	2021-02-04
451	北摩高科	002985.XSHE	13.846152964665592	2021-03-09	89.29156880039353	2021-07-26
452	中国广核	003816.XSHE	5.132111236105956	2020-11-02	96.33342157845559	2021-09-09
453	特锐德	300001.XSHE	7.604562737642624	2020-09-28	87.85250519548933	2021-01-12
454	神州泰岳	300002.XSHE	10.489510489510494	2020-09-28	86.55777591121189	2021-06-11
455	乐普医疗	300003.XSHE	11.898635142759304	2021-07-29	85.33901592601654	2021-04-28
456	安科生物	300009.XSHE	17.4730710450459	2021-08-20	92.62502831496745	2021-04-13
457	华测检测	300012.XSHE	11.10149718217356	2021-03-02	88.66205761071606	2020-10-12
458	亿纬锂能	300014.XSHE	20.231820278365106	2021-03-08	88.70858353024187	2020-11-13
459	网宿科技	300017.XSHE	5.988175235586155	2020-12-11	84.4126964573359	2021-06-10
460	机器人	300024.XSHE	10.26622320262149	2021-02-05	90.43247214783011	2021-08-02
461	红日药业	300026.XSHE	12.062033862991214	2020-12-11	87.71950876867447	2021-08-04
462	同花顺	300033.XSHE	10.77383504704207	2021-05-13	90.68722411798151	2021-08-18
463	钢研高纳	300034.XSHE	12.836438723563234	2021-03-09	86.16268697965113	2020-12-21
464	中科电气	300035.XSHE	13.009049773755677	2020-09-28	94.77829007567836	2021-06-04
465	超图软件	300036.XSHE	10.468180440657179	2020-12-11	96.36993924965108	2021-06-01
466	新宙邦	300037.XSHE	3.3898305084745033	2020-09-25	96.52162951791648	2021-07-13
467	鼎龙股份	300054.XSHE	16.40845147604543	2021-02-26	90.3622226442939	2021-01-18
468	万邦达	300055.XSHE	11.412982171046394	2020-12-11	95.04475898164492	2021-06-21
469	蓝色光标	300058.XSHE	9.450402627677448	2020-12-11	90.77234859893106	2021-09-08
470	碧水源	300070.XSHE	10.151363935495425	2021-07-28	85.63373616137088	2021-09-02
471	三聚环保	300072.XSHE	8.484415201918452	2020-12-11	86.05089458455896	2021-08-16
472	当升科技	300073.XSHE	19.493551490797486	2020-11-26	90.25303490011792	2020-10-13
473	国民技术	300077.XSHE	8.101174353899651	2021-02-08	96.49141990768504	2021-07-22
474	数码视讯	300079.XSHE	11.852448820897564	2021-01-07	96.42093353750431	2021-05-31
475	易成新能	300080.XSHE	12.963797832324516	2021-02-05	85.60680774982445	2021-09-16
476	奥克股份	300082.XSHE	0.8771929824561226	2020-09-28	96.99975428118793	2021-01-07
477	创世纪	300083.XSHE	14.425095149916771	2021-06-16	91.51943021140625	2021-03-01
478	银之杰	300085.XSHE	9.890817770511546	2020-12-16	86.74827393248789	2021-06-21
479	荃银高科	300087.XSHE	10.272840262043559	2021-04-12	91.47650884151348	2020-12-15
480	长信科技	300088.XSHE	11.919009833070803	2021-08-27	81.61967255921704	2021-06-01
481	振芯科技	300101.XSHE	18.76231189560309	2021-09-22	87.35335889302326	2021-05-31
482	长盈精密	300115.XSHE	9.748305576545334	2021-02-08	91.5356921106375	2021-01-06
483	保力新	300116.XSHE	11.880634534240656	2020-12-31	93.71158585522282	2021-07-15
484	东方日升	300118.XSHE	10.710157430442436	2021-02-08	94.89164372485324	2020-12-21
485	瑞普生物	300119.XSHE	8.13527251113841	2021-07-28	91.41746827896714	2021-02-03
486	汇川技术	300124.XSHE	18.17540014775257	2021-09-22	91.92650124541002	2020-11-05
487	华策影视	300133.XSHE	9.329162624802635	2020-12-09	90.05524146258446	2021-09-08
488	信维通信	300136.XSHE	8.684875982028743	2021-08-31	81.53209303178052	2021-06-01
489	沃森生物	300142.XSHE	17.531104210409993	2020-12-10	92.98189146727061	2021-04-27
490	宋城演艺	300144.XSHE	12.093320915928402	2021-08-02	91.53822436474225	2021-03-02
491	汤臣倍健	300146.XSHE	12.284848219343857	2021-07-08	91.74091727024413	2021-03-08
492	昌红科技	300151.XSHE	11.387163561076576	2020-09-28	91.34520138746137	2021-01-22
493	东方国信	300166.XSHE	4.087193460490397	2020-09-28	92.48866273983275	2021-06-10
494	万达信息	300168.XSHE	5.903725666563588	2021-03-19	78.43583071104399	2021-06-11
495	东富龙	300171.XSHE	18.824404915140974	2021-09-14	95.50799212893729	2021-04-23
496	捷成股份	300182.XSHE	8.315517924498295	2020-12-29	85.60288309747231	2021-06-18
497	东软载波	300183.XSHE	13.79261067355202	2021-01-27	94.92291301720932	2021-08-06
498	通裕重工	300185.XSHE	14.316786258359897	2021-01-14	88.61371909583393	2021-07-22
499	美亚柏科	300188.XSHE	11.519680484305837	2021-02-08	93.04629248257183	2020-10-21
500	欣旺达	300207.XSHE	10.14211259456529	2021-03-16	92.36366407111632	2021-06-04
501	易华录	300212.XSHE	11.32021983035682	2020-11-26	91.27203790401956	2021-08-11
502	北京君正	300223.XSHE	8.330391347174256	2021-02-05	95.7663181389761	2021-07-29
503	上海钢联	300226.XSHE	11.502716895711714	2021-07-28	87.18910170964703	2021-03-23
504	金城医药	300233.XSHE	9.248554913294726	2020-09-28	94.58869070567114	2021-07-15
505	上海新阳	300236.XSHE	11.413944208227605	2020-10-29	88.23377121925068	2021-06-21
506	迪安诊断	300244.XSHE	15.878048037078699	2021-07-27	87.26472476376506	2021-01-11
507	光线传媒	300251.XSHE	11.455922418527436	2021-06-29	83.37951413910781	2021-09-08
508	卫宁健康	300253.XSHE	13.514456720872488	2020-11-02	84.8421980037484	2021-02-19
509	开山股份	300257.XSHE	16.02786243275402	2020-11-30	87.10509449414697	2021-02-22
510	国瓷材料	300285.XSHE	13.663367672954777	2021-03-09	88.42374306488136	2020-10-15
511	博雅生物	300294.XSHE	4.731602842244413	2021-02-04	92.17594111839647	2021-04-30
512	利亚德	300296.XSHE	15.810276679841905	2020-09-28	87.82847122477409	2021-04-07
513	三诺生物	300298.XSHE	8.91551455296036	2021-09-27	88.10372937848187	2020-10-14
514	中际旭创	300308.XSHE	8.297182377726813	2021-03-09	90.66235726899063	2021-05-27
515	掌趣科技	300315.XSHE	5.025581511071152	2021-04-30	89.921199675831	2021-09-08
516	晶盛机电	300316.XSHE	9.63844137544433	2021-03-09	90.52436941281633	2021-08-31
517	麦捷科技	300319.XSHE	9.154929577464728	2020-09-28	98.58756689082117	2021-06-15
518	华灿光电	300323.XSHE	14.094764286078231	2021-03-24	89.10195376229203	2020-11-09
519	中颖电子	300327.XSHE	22.983244797370148	2021-03-10	96.9399328822934	2021-06-30
520	润和软件	300339.XSHE	10.917669334206224	2021-02-05	94.55560820860394	2021-06-11
521	联创股份	300343.XSHE	17.537244658288643	2021-04-23	94.8147290351199	2021-07-13
522	南大光电	300346.XSHE	11.704033574996515	2021-02-08	96.06147700716922	2021-07-30
523	泰格医药	300347.XSHE	15.8582408821771	2021-02-26	95.97262427143345	2020-10-16
524	长亮科技	300348.XSHE	11.898971886051982	2021-07-28	86.52927504278173	2021-04-22
525	我武生物	300357.XSHE	5.28760141852878	2021-03-09	90.85501239277501	2021-01-26
526	楚天科技	300358.XSHE	11.158043174819682	2021-09-16	95.30220925689798	2021-04-26
527	博腾股份	300363.XSHE	15.17058545109704	2020-11-19	87.63983350895683	2021-06-21
528	绿盟科技	300369.XSHE	10.609195096218258	2020-11-02	89.03770687310396	2021-07-15
529	扬杰科技	300373.XSHE	17.48677611831357	2021-02-03	90.86152451486674	2021-06-25
530	易事特	300376.XSHE	4.797806716929415	2020-09-28	87.80581375701075	2021-07-20
531	东方通	300379.XSHE	0.0	2020-09-25	88.7882379291527	2020-12-07
532	斯莱克	300382.XSHE	15.546644684857938	2021-01-14	95.53073715711207	2021-07-26
533	光环新网	300383.XSHE	6.575389507446346	2021-04-28	79.2113968654519	2021-06-10
534	天华超净	300390.XSHE	12.266928361138369	2020-09-28	96.55682196875286	2021-06-07
535	中来股份	300393.XSHE	8.433734939759063	2020-09-22	91.05408896135786	2021-06-30
536	菲利华	300395.XSHE	11.310711608430054	2021-02-05	88.17709314549646	2020-12-14
537	三环集团	300408.XSHE	12.011297893602745	2021-09-02	92.62584536519068	2020-10-12
538	道氏技术	300409.XSHE	9.207365892714122	2020-09-28	96.73772523232672	2021-06-28
539	芒果超媒	300413.XSHE	11.750452925656958	2021-02-26	86.7679852487819	2021-01-22
540	昆仑万维	300418.XSHE	13.25303637210176	2021-05-10	92.62218565431074	2021-09-08
541	立中集团	300428.XSHE	14.863258026159272	2020-09-28	87.90986912898265	2020-11-09
542	富临精工	300432.XSHE	9.95260663507112	2020-09-25	96.95232496487776	2021-07-08
543	蓝思科技	300433.XSHE	9.076752392054374	2021-03-24	90.36661321713544	2021-01-14
544	鹏辉能源	300438.XSHE	15.014234037641245	2021-03-16	95.11130707776253	2021-06-02
545	金雷股份	300443.XSHE	6.762637031737654	2021-05-11	94.55483109437358	2020-09-23
546	先导智能	300450.XSHE	7.9919502708066545	2021-03-09	92.19975359986634	2020-11-05
547	创业慧康	300451.XSHE	12.744775238995302	2020-10-23	81.32279129947196	2021-06-11
548	深信服	300454.XSHE	10.874194726625234	2021-03-09	84.11577930721292	2021-01-05
549	赛微电子	300456.XSHE	12.614678899082634	2020-09-25	91.4922864280605	2021-06-15
550	赢合科技	300457.XSHE	10.146658192611241	2021-03-11	90.87678594168467	2021-05-31
551	全志科技	300458.XSHE	17.145245057130467	2020-12-30	94.68548692608181	2021-04-06
552	汤姆猫	300459.XSHE	12.68523433776771	2020-12-22	96.34666539764501	2021-09-13
553	迈克生物	300463.XSHE	10.757910092723833	2021-09-02	88.07296911152537	2020-10-13
554	景嘉微	300474.XSHE	11.73999011369257	2020-09-28	92.38981483915524	2021-01-07
555	胜宏科技	300476.XSHE	11.842105263157876	2020-09-25	87.62788450561126	2021-07-29
556	合纵科技	300477.XSHE	11.589403973509945	2020-09-28	93.53127677831897	2021-07-23
557	万孚生物	300482.XSHE	11.791234119518535	2021-08-20	95.50313478933684	2020-12-22
558	蓝晓科技	300487.XSHE	18.58685351505116	2020-10-15	92.55315919474965	2021-05-06
559	中科创达	300496.XSHE	12.424989070206394	2021-03-09	90.21660475154928	2020-12-22
560	富祥药业	300497.XSHE	7.873812878390183	2020-11-02	94.10840342839573	2021-09-02
561	温氏股份	300498.XSHE	4.9586880717947395	2021-04-27	80.09817914821669	2021-02-22
562	新易盛	300502.XSHE	13.201026446506631	2021-05-10	92.70576831890921	2021-08-02
563	健帆生物	300529.XSHE	10.592617250855298	2021-08-06	90.10780850382557	2021-04-09
564	贝达药业	300558.XSHE	11.66161064677209	2021-03-15	94.02781176418351	2021-01-22
565	精测电子	300567.XSHE	10.411209413500885	2020-11-02	88.33072456540613	2021-01-18
566	星源材质	300568.XSHE	13.052208835341276	2020-09-28	97.80529849560851	2021-05-31
567	兴齐眼药	300573.XSHE	7.556808335976996	2021-07-28	93.49098356068627	2021-04-21
568	天铁股份	300587.XSHE	0.0	2020-09-25	96.55934152437396	2021-06-23
569	新雷能	300593.XSHE	25.035543372925076	2021-09-27	88.57163273046412	2021-05-31
570	欧普康视	300595.XSHE	12.626889272448238	2021-09-03	93.86969409263715	2021-01-05
571	诚迈科技	300598.XSHE	6.294883421690145	2021-02-08	92.85593688579867	2021-06-11
572	康泰生物	300601.XSHE	12.272887170230817	2020-11-27	90.56005753579126	2021-05-06
573	长川科技	300604.XSHE	2.7901785714285126	2020-09-28	94.41909810154192	2021-07-09
574	富瀚微	300613.XSHE	14.441264363549209	2021-05-07	90.60062674948716	2021-06-23
575	寒锐钴业	300618.XSHE	0.0	2020-09-25	90.47744922389074	2021-07-12
576	捷捷微电	300623.XSHE	17.888280686715945	2021-09-02	93.44293857655886	2020-11-12
577	华测导航	300627.XSHE	11.248742701841408	2020-12-09	92.26869542714537	2021-08-19
578	亿联网络	300628.XSHE	18.3225008218418	2021-02-26	87.26960453778787	2020-10-13
579	普利制药	300630.XSHE	3.4557235421165586	2020-09-25	92.6884666858492	2021-05-27
580	开立医疗	300633.XSHE	12.868527647386614	2021-07-28	93.93512381258232	2021-04-29
581	广和通	300638.XSHE	13.585044549848504	2021-09-02	86.56849470350163	2021-06-11
582	晶瑞电材	300655.XSHE	13.566015484494883	2021-02-05	92.84896128580392	2021-08-02
583	中孚信息	300659.XSHE	7.933536297447162	2021-05-10	93.36074388120255	2021-04-06
584	圣邦股份	300661.XSHE	16.51183679848674	2021-03-24	91.77651012950723	2020-11-09
585	科锐国际	300662.XSHE	11.467473566067468	2021-06-16	87.27674008244871	2021-05-28
586	富满电子	300671.XSHE	9.10477670993302	2021-02-05	96.95336080484012	2021-06-30
587	国科微	300672.XSHE	7.296887409324597	2020-12-18	98.67313887899776	2021-05-06
588	宇信科技	300674.XSHE	11.69388798474408	2021-07-28	80.59743890822165	2020-12-07
589	华大基因	300676.XSHE	10.640651834372235	2021-09-28	88.26685047304075	2021-01-14
590	英科医疗	300677.XSHE	10.621526605792283	2021-03-25	92.63520331997354	2021-01-14
591	电连技术	300679.XSHE	11.751230638575052	2020-12-14	94.37862888399837	2021-07-13
592	朗新科技	300682.XSHE	12.374161073825505	2020-09-28	90.5783668808956	2021-03-09
593	艾德生物	300685.XSHE	10.925327796841259	2020-11-26	87.38476624812444	2021-04-22
594	爱乐达	300696.XSHE	15.113255391782204	2021-02-08	87.20125724822657	2021-01-08
595	光威复材	300699.XSHE	11.137805961615243	2021-03-09	89.7730780970925	2021-01-08
596	天宇股份	300702.XSHE	7.783221864872388	2021-04-12	90.7698022977482	2021-02-23
597	聚灿光电	300708.XSHE	0.5911097099621117	2020-09-29	91.92783266318497	2021-06-21
598	捷佳伟创	300724.XSHE	17.75152076496397	2021-05-13	96.06767346159023	2021-07-23
599	药石科技	300725.XSHE	14.471113760636072	2021-03-09	89.14921405364001	2021-02-10
600	宏达电子	300726.XSHE	16.579728574183804	2021-09-17	91.94729602571124	2020-12-08
601	科顺股份	300737.XSHE	13.693255071058232	2020-11-26	95.23811060952318	2021-04-26
602	华宝股份	300741.XSHE	14.512700638696217	2021-07-28	87.77641641983269	2021-05-24
603	锐科激光	300747.XSHE	7.406508013598824	2020-09-28	90.77532263629426	2021-05-06
604	金力永磁	300748.XSHE	16.488669366405674	2021-09-27	92.03748488213891	2021-06-30
605	迈为股份	300751.XSHE	17.604166666666643	2020-09-28	90.98501577905509	2020-12-14
606	华致酒行	300755.XSHE	14.125516998966717	2021-07-27	93.97674139437457	2021-04-22
607	康龙化成	300759.XSHE	12.077931234745492	2021-03-08	92.96945980412931	2021-01-05
